image_id,bbox,width,height,size
388903,"[241.18, 27.51, 227.04, 299.99]",227.04,299.99,68109.7296
388927,"[293.39, 0, 149.58, 235.87]",149.58,235.87,35281.4346
388927,"[2.87, 2.87, 311.39, 272.65]",311.39,272.65,84900.48349999999
388927,"[0, 317.93, 345.46, 322.07]",345.46,322.07,111262.30219999999
389109,"[168.48, 195.94, 46.68, 63.74]",46.68,63.74,2975.3832
389109,"[3.08, 140.78, 132.22, 195.16]",132.22,195.16,25804.0552
389109,"[270.72, 168.86, 149.7, 160.61]",149.7,160.61,24043.317
389109,"[241.43, 206.35, 39.59, 58.95]",39.59,58.95,2333.8305000000005
389109,"[14.12, 175.9, 44.21, 92.54]",44.21,92.54,4091.1934000000006
389109,"[397.58, 196.11, 29.38, 79.22]",29.38,79.22,2327.4836
389197,"[169.26, 207.89, 162.45, 128.37]",162.45,128.37,20853.7065
389197,"[344.43, 0, 42.74, 51.52]",42.74,51.52,2201.9648
389197,"[567.36, 0.83, 51.93, 54.7]",51.93,54.7,2840.571
389197,"[375.61, 0, 42.09, 16.53]",42.09,16.53,695.7477000000001
389197,"[456.98, 0.09, 32.14, 40.26]",32.14,40.26,1293.9564
389197,"[228.41, 0, 86.02, 119.56]",86.02,119.56,10284.5512
389197,"[410.59, 0, 46.11, 41.67]",46.11,41.67,1921.4037
389197,"[313.63, 0.71, 34.36, 53.59]",34.36,53.59,1841.3524
389197,"[466.65, 0.09, 58.09, 35.54]",58.09,35.54,2064.5186
389197,"[517.9, 3.83, 49.78, 35.42]",49.78,35.42,1763.2076000000002
389316,"[535.3, 56.33, 89.11, 215.37]",89.11,215.37,19191.6207
389451,"[559.97, 132.88, 5.34, 5.73]",5.34,5.73,30.598200000000002
389451,"[365.2, 143.17, 4.38, 5.86]",4.38,5.86,25.666800000000002
389451,"[310.16, 161.75, 8.68, 18.59]",8.68,18.59,161.3612
389451,"[380.68, 144.24, 3.53, 4.59]",3.53,4.59,16.2027
389451,"[355.69, 147.05, 6.42, 6.71]",6.42,6.71,43.0782
389451,"[565.27, 135.55, 6.94, 5.5]",6.94,5.5,38.17
389451,"[530.91, 136.7, 14.09, 3.85]",14.09,3.85,54.2465
389451,"[340.6, 164.04, 11.37, 20.74]",11.37,20.74,235.81379999999996
389451,"[113.09, 151.18, 14.67, 23.01]",14.67,23.01,337.55670000000003
389451,"[599.67, 137.78, 5.86, 6.41]",5.86,6.41,37.5626
389451,"[319.71, 142.24, 16.82, 16.67]",16.82,16.67,280.3894
389451,"[133.12, 171.37, 5.01, 5.5]",5.01,5.5,27.555
389532,"[467.36, 139.31, 58.65, 170.29]",58.65,170.29,9987.5085
389684,"[116.43, 214.14, 53.14, 121.84]",53.14,121.84,6474.5776000000005
389812,"[136.99, 42.07, 414.2, 431.46]",414.2,431.46,178710.732
390246,"[345.44, 146.81, 90.2, 82.52]",90.2,82.52,7443.304
390555,"[534.93, 117.81, 78.61, 162.12]",78.61,162.12,12744.253200000001
390555,"[158.54, 186.87, 66.43, 153.49]",66.43,153.49,10196.340700000002
390555,"[200.9, 288.54, 99.23, 144.1]",99.23,144.1,14299.043
390555,"[358.63, 272.83, 98.09, 160.35]",98.09,160.35,15728.7315
390555,"[263.39, 181.49, 72.95, 171.44]",72.95,171.44,12506.548
390555,"[184.59, 120.74, 66.33, 106.02]",66.33,106.02,7032.3066
390555,"[100.69, 295.21, 117.3, 133.92]",117.3,133.92,15708.815999999999
390555,"[424.36, 184.29, 54.42, 140.88]",54.42,140.88,7666.6896
390555,"[363.64, 174.98, 65.49, 123.17]",65.49,123.17,8066.403299999999
390555,"[38, 19, 597, 414]",597.0,414.0,247158.0
390555,"[495.83, 281.03, 112.89, 149.86]",112.89,149.86,16917.6954
390555,"[30.7, 244.46, 95.37, 181.01]",95.37,181.01,17262.9237
390555,"[298.15, 283.48, 96.77, 141.74]",96.77,141.74,13716.1798
390555,"[310.1, 121.53, 65.13, 110.93]",65.13,110.93,7224.8709
390826,"[261.12, 1.28, 372.48, 416]",372.48,416.0,154951.68
390902,"[49.83, 73.82, 216.7, 425.19]",216.7,425.19,92138.673
390902,"[180.16, 59.7, 47.27, 123.18]",47.27,123.18,5822.718600000001
391140,"[81.98, 87.37, 314.96, 386.16]",314.96,386.16,121624.9536
391290,"[206.58, 38.85, 68.87, 168.45]",68.87,168.45,11601.1515
391290,"[223.48, 84.03, 127.55, 205.12]",127.55,205.12,26163.056
391290,"[292.28, 66.86, 119.39, 224.46]",119.39,224.46,26798.2794
391375,"[243.42, 177.41, 159.88, 240.33]",159.88,240.33,38423.9604
391722,"[39.92, 1.19, 252.02, 562.99]",252.02,562.99,141884.7398
391722,"[548.21, 274.65, 38.34, 36.65]",38.34,36.65,1405.161
391722,"[218.61, 99.24, 394.06, 461.66]",394.06,461.66,181921.7396
391722,"[583.17, 293.31, 51.83, 235.59]",51.83,235.59,12210.6297
391722,"[0, 252.84, 109.04, 320.79]",109.04,320.79,34978.941600000006
392722,"[533.81, 251.2, 40.98, 116.91]",40.98,116.91,4790.971799999999
392722,"[318.71, 258.2, 21.56, 64.15]",21.56,64.15,1383.074
392722,"[279.84, 264.81, 9.57, 23.71]",9.57,23.71,226.90470000000002
392722,"[580.79, 252.56, 44.68, 130.23]",44.68,130.23,5818.676399999999
392722,"[456.14, 251.71, 29.62, 93.88]",29.62,93.88,2780.7255999999998
392722,"[510.95, 250.75, 14.75, 15.1]",14.75,15.1,222.725
393056,"[271.76, 189.03, 61.38, 95.09]",61.38,95.09,5836.6242
393093,"[563.85, 361.66, 55.17, 62.34]",55.17,62.34,3439.2978000000003
393115,"[166.09, 3, 406.62, 571.28]",406.62,571.28,232293.8736
393226,"[94.3, 193.67, 59.74, 143.75]",59.74,143.75,8587.625
393469,"[126.88, 191.19, 27.34, 29.56]",27.34,29.56,808.1704
393469,"[218.12, 371.66, 71.75, 159.28]",71.75,159.28,11428.34
393569,"[375.37, 121.56, 196.32, 220.04]",196.32,220.04,43198.252799999995
394199,"[328.65, 35.68, 311.35, 444.32]",311.35,444.32,138339.032
394206,"[329.66, 15.64, 137.26, 220.25]",137.26,220.25,30231.515
394206,"[190.11, 214.98, 100.15, 204.81]",100.15,204.81,20511.7215
394206,"[205.28, 161.81, 75.75, 100.15]",75.75,100.15,7586.3625
394206,"[250.11, 93.48, 55.51, 170.08]",55.51,170.08,9441.140800000001
394206,"[265.14, 215.2, 92.85, 152.17]",92.85,152.17,14128.984499999999
394206,"[569.53, 435.78, 69.03, 44.22]",69.03,44.22,3052.5066
394206,"[233.07, 91.92, 35.48, 58.89]",35.48,58.89,2089.4172
394206,"[273.3, 94.15, 87.52, 206.58]",87.52,206.58,18079.8816
394206,"[340.05, 199.13, 103.24, 210.38]",103.24,210.38,21719.6312
394206,"[201.96, 105.65, 44.21, 45.79]",44.21,45.79,2024.3759
394275,"[619.22, 247.59, 4.96, 11.27]",4.96,11.27,55.8992
394275,"[485.54, 178.69, 7.76, 37.13]",7.76,37.13,288.1288
394275,"[545.33, 185.21, 13.07, 32.09]",13.07,32.09,419.41630000000004
394275,"[212.8, 166.03, 30.87, 42.77]",30.87,42.77,1320.3099000000002
394275,"[371.4, 187.7, 12.57, 26.32]",12.57,26.32,330.8424
394275,"[257.81, 158.86, 37.13, 48.63]",37.13,48.63,1805.6319000000003
394275,"[148.48, 141.68, 59.96, 57.42]",59.96,57.42,3442.9032
394275,"[417.98, 164.22, 23.51, 51.37]",23.51,51.37,1207.7087
394275,"[389.15, 184.68, 13.25, 30.33]",13.25,30.33,401.8725
394510,"[307.1, 68.15, 118.15, 316.4]",118.15,316.4,37382.659999999996
394559,"[165.39, 175.56, 158.21, 339.41]",158.21,339.41,53698.05610000001
394677,"[152.03, 95.86, 191.72, 272.81]",191.72,272.81,52303.1332
394677,"[0, 80.11, 52.25, 125.56]",52.25,125.56,6560.51
394677,"[1.69, 58.15, 191.29, 306.74]",191.29,306.74,58676.2946
394677,"[424.95, 74.18, 75.05, 300.06]",75.05,300.06,22519.503
394940,"[0, 77.18, 425.79, 413.66]",425.79,413.66,176132.29140000002
395180,"[446.73, 187.99, 11.97, 15.74]",11.97,15.74,188.4078
395180,"[510.64, 192.73, 10.16, 12.48]",10.16,12.48,126.7968
395180,"[32.4, 122.05, 134.95, 313.95]",134.95,313.95,42367.5525
395180,"[494.94, 188.72, 13.85, 15.92]",13.85,15.92,220.492
395180,"[477.48, 189.92, 15.98, 13.63]",15.98,13.63,217.80740000000003
395180,"[464.62, 187.85, 13.09, 13.46]",13.09,13.46,176.19140000000002
395388,"[22.02, 205.08, 125.25, 423.91]",125.25,423.91,53094.7275
395388,"[0, 304.98, 18.13, 102.51]",18.13,102.51,1858.5063
395388,"[174.78, 273.43, 45.22, 68.41]",45.22,68.41,3093.5002
395388,"[173.42, 277.79, 156.9, 316.56]",156.9,316.56,49668.264
395388,"[33.97, 264.58, 22.97, 27.82]",22.97,27.82,639.0254
395388,"[4.06, 269.38, 40.61, 146.55]",40.61,146.55,5951.3955000000005
395388,"[110.49, 275.52, 44.49, 133.45]",44.49,133.45,5937.1905
395388,"[160.44, 336.98, 29.43, 105.17]",29.43,105.17,3095.1531
395575,"[138.52, 112.67, 28.53, 47.07]",28.53,47.07,1342.9071000000001
395633,"[390.07, 103.79, 11.48, 10.02]",11.48,10.02,115.0296
395633,"[449.66, 238.54, 15.37, 39.93]",15.37,39.93,613.7240999999999
395801,"[253.89, 320.07, 51.73, 147.87]",51.73,147.87,7649.3151
395801,"[463.45, 290.68, 13.78, 48.47]",13.78,48.47,667.9165999999999
395801,"[399.1, 362.43, 111.1, 111.1]",111.1,111.1,12343.21
395801,"[408.85, 283.58, 4.36, 12.72]",4.36,12.72,55.45920000000001
395801,"[454.58, 296.13, 5.47, 7.33]",5.47,7.33,40.095099999999995
395801,"[490.74, 291.52, 6.65, 11.23]",6.65,11.23,74.6795
395801,"[504.14, 294.98, 11.03, 27.38]",11.03,27.38,302.0014
395801,"[446.97, 297.66, 9.24, 24.16]",9.24,24.16,223.2384
395801,"[486.83, 298.39, 15.7, 42.15]",15.7,42.15,661.755
395801,"[468.95, 296.35, 23.57, 63.29]",23.57,63.29,1491.7453
395801,"[446.58, 300.68, 17.51, 59.25]",17.51,59.25,1037.4675000000002
395801,"[222.76, 295.59, 16.93, 41.44]",16.93,41.44,701.5791999999999
395801,"[500.42, 295.24, 5.72, 14.1]",5.72,14.1,80.652
395903,"[471.33, 114.38, 105.65, 160.09]",105.65,160.09,16913.5085
396200,"[472.74, 153.45, 148.78, 170.47]",148.78,170.47,25362.5266
396200,"[308.86, 102.03, 81.76, 181.75]",81.76,181.75,14859.880000000001
396338,"[174.44, 179.88, 20.37, 61.11]",20.37,61.11,1244.8107
396338,"[275.44, 190.06, 17.72, 53.65]",17.72,53.65,950.6779999999999
396338,"[302.23, 182.28, 32.46, 100.66]",32.46,100.66,3267.4236
396338,"[569.24, 178.72, 29.33, 20.9]",29.33,20.9,612.997
396338,"[415.92, 175.48, 63.14, 114.93]",63.14,114.93,7256.680200000001
396518,"[309.27, 87.64, 144.94, 200.56]",144.94,200.56,29069.1664
396863,"[90.94, 16.27, 117.75, 250.82]",117.75,250.82,29534.055
396863,"[227.17, 279.77, 14.42, 15.27]",14.42,15.27,220.1934
396903,"[212.63, 312.82, 10.56, 14.73]",10.56,14.73,155.5488
396903,"[260.4, 316.7, 11.04, 14.42]",11.04,14.42,159.1968
397133,"[0, 262.81, 62.16, 36.77]",62.16,36.77,2285.6232
397133,"[388.66, 69.92, 109.41, 277.62]",109.41,277.62,30374.4042
397279,"[262.24, 91.69, 246.73, 241.26]",246.73,241.26,59526.07979999999
397303,"[123.92, 101.29, 18.1, 19.67]",18.1,19.67,356.02700000000004
397303,"[440.31, 83.39, 47.63, 66.25]",47.63,66.25,3155.4875
397303,"[336.54, 65.8, 194.16, 393.71]",194.16,393.71,76442.73359999999
397303,"[247.77, 143.58, 13.21, 13.38]",13.21,13.38,176.74980000000002
397303,"[136, 98, 228, 71]",228.0,71.0,16188.0
397303,"[16.56, 103.75, 15.63, 16.87]",15.63,16.87,263.67810000000003
397303,"[508.64, 139.81, 70, 123.79]",70.0,123.79,8665.300000000001
397303,"[176.48, 116.88, 20.16, 22.67]",20.16,22.67,457.02720000000005
397303,"[81.26, 99.41, 14.09, 33.59]",14.09,33.59,473.28310000000005
397303,"[416.22, 87.13, 15.15, 28.95]",15.15,28.95,438.5925
397303,"[231.65, 185.08, 135.85, 189.08]",135.85,189.08,25686.518
397303,"[101.5, 106.36, 17.51, 35.66]",17.51,35.66,624.4066
397303,"[214.6, 96.9, 26.79, 78.47]",26.79,78.47,2102.2113
397303,"[300.41, 82.71, 41.62, 148.39]",41.62,148.39,6175.991799999999
397351,"[506.24, 88.25, 29.39, 61.74]",29.39,61.74,1814.5386
397351,"[40.91, 41.22, 260.62, 236.9]",260.62,236.9,61740.878000000004
397354,"[338.84, 153.83, 62.66, 179.55]",62.66,179.55,11250.603000000001
397354,"[517.6, 324.62, 85.84, 57.65]",85.84,57.65,4948.676
397354,"[338.58, 212.67, 194.27, 265.81]",194.27,265.81,51638.9087
397354,"[138.18, 169.88, 81.29, 177.19]",81.29,177.19,14403.7751
397354,"[245.24, 175.63, 117.22, 163.71]",117.22,163.71,19190.0862
397354,"[474.61, 240.54, 163.95, 230.83]",163.95,230.83,37844.578499999996
397681,"[405.48, 129.38, 106.42, 127.08]",106.42,127.08,13523.8536
398028,"[105.27, 21.53, 51.9, 30.38]",51.9,30.38,1576.722
398028,"[197.62, 26.36, 53.85, 36.02]",53.85,36.02,1939.6770000000001
398028,"[274.46, 27.82, 31.18, 43.15]",31.18,43.15,1345.417
398028,"[109.55, 141.98, 275.31, 498.02]",275.31,498.02,137109.8862
398028,"[380.28, 22.98, 39.44, 45.07]",39.44,45.07,1777.5608
398028,"[329.24, 24.62, 43.44, 43.12]",43.44,43.12,1873.1327999999999
398028,"[47.7, 24.72, 71.59, 49.09]",71.59,49.09,3514.3531000000003
398028,"[0.26, 23.54, 38.58, 33.97]",38.58,33.97,1310.5626
398028,"[0, 113.89, 89.57, 257.16]",89.57,257.16,23033.821200000002
398028,"[29.06, 24.23, 17.51, 32.09]",17.51,32.09,561.8959000000001
398028,"[287.16, 143.12, 130.98, 234.23]",130.98,234.23,30679.445399999997
398203,"[301.63, 96.05, 165.23, 289.34]",165.23,289.34,47807.648199999996
398203,"[209.18, 17.27, 152.57, 354.08]",152.57,354.08,54021.98559999999
398203,"[222.7, 124.54, 31.47, 156.13]",31.47,156.13,4913.411099999999
398203,"[200.39, 140.46, 36.89, 105.31]",36.89,105.31,3884.8859
398203,"[105.79, 35.1, 114.44, 352.95]",114.44,352.95,40391.598
398203,"[404.26, 100.96, 27.55, 63.3]",27.55,63.3,1743.915
398203,"[96.87, 131.19, 36.5, 60.18]",36.5,60.18,2196.57
398203,"[426.45, 68.29, 73.41, 132.21]",73.41,132.21,9705.5361
398203,"[425.08, 0, 214.92, 422.2]",214.92,422.2,90739.22399999999
398203,"[237.01, 1.92, 70.05, 93.08]",70.05,93.08,6520.254
398203,"[0.96, 31.37, 136.26, 386.7]",136.26,386.7,52691.742
398203,"[62.92, 188.58, 96.44, 95.07]",96.44,95.07,9168.550799999999
398237,"[274.9, 107.49, 122.42, 272.75]",122.42,272.75,33390.055
398377,"[285.14, 34.72, 209.26, 313.91]",209.26,313.91,65688.8066
398377,"[0, 77.27, 179.49, 289.89]",179.49,289.89,52032.3561
398377,"[415.31, 82.97, 26.4, 38.52]",26.4,38.52,1016.928
398377,"[162.28, 73.95, 213.56, 293.44]",213.56,293.44,62667.0464
398377,"[467.99, 34.18, 32.01, 136.59]",32.01,136.59,4372.2459
398438,"[213, 0.75, 287, 222.75]",287.0,222.75,63929.25
398742,"[56.22, 430.99, 270.99, 198.92]",270.99,198.92,53905.330799999996
398742,"[13.76, 531.22, 50.13, 65.88]",50.13,65.88,3302.5643999999998
398742,"[258.88, 485.67, 168.12, 145.26]",168.12,145.26,24421.1112
398742,"[294.78, 445.71, 31.24, 69.14]",31.24,69.14,2159.9336
398742,"[2.88, 44.58, 372.49, 497.62]",372.49,497.62,185358.4738
398905,"[217.82, 31.67, 293.62, 335.84]",293.62,335.84,98609.34079999999
399205,"[392.64, 92.66, 110.66, 348.37]",110.66,348.37,38550.6242
399205,"[508.17, 116.36, 46.95, 121.95]",46.95,121.95,5725.552500000001
399205,"[45.38, 120.58, 52.68, 146.38]",52.68,146.38,7711.2984
399205,"[508.92, 121.36, 16.38, 38.53]",16.38,38.53,631.1214
399205,"[479.05, 123.9, 8.06, 26.96]",8.06,26.96,217.29760000000002
399205,"[485.45, 124.85, 6.43, 25.56]",6.43,25.56,164.3508
399205,"[394.79, 2.16, 243.77, 468.13]",243.77,468.13,114116.05010000001
399205,"[237.06, 88.65, 128.21, 344.61]",128.21,344.61,44182.4481
399205,"[506.1, 123.65, 8.28, 22.22]",8.28,22.22,183.9816
399205,"[73.95, 24.59, 207.08, 455.41]",207.08,455.41,94306.3028
399205,"[313.89, 77.66, 129.44, 395.87]",129.44,395.87,51241.4128
399205,"[490.6, 119.59, 15.89, 44.38]",15.89,44.38,705.1982
399296,"[554.56, 73.96, 85.44, 193.82]",85.44,193.82,16559.980799999998
399462,"[19.6, 0, 41.4, 83.45]",41.4,83.45,3454.83
399462,"[80.9, 36.35, 198.19, 268.99]",198.19,268.99,53311.1281
399462,"[78.52, 1.06, 30.22, 80.75]",30.22,80.75,2440.265
399764,"[133.75, 1.44, 279.01, 573.84]",279.01,573.84,160107.09840000002
400044,"[181.67, 309.74, 254.23, 231.2]",254.23,231.2,58777.975999999995
400161,"[165.03, 0, 225.44, 99.99]",225.44,99.99,22541.7456
400573,"[317.84, 306.74, 11.16, 24.08]",11.16,24.08,268.7328
400573,"[1.44, 1.08, 478.56, 629.89]",478.56,629.89,301440.1584
400573,"[343.08, 308.12, 8.68, 20.85]",8.68,20.85,180.978
400573,"[330.93, 308.69, 5.9, 16.19]",5.9,16.19,95.52100000000002
400794,"[0, 1.83, 425.91, 575.28]",425.91,575.28,245017.5048
400803,"[218.67, 271.6, 20.24, 45.84]",20.24,45.84,927.8016
400803,"[175.55, 259.38, 51.91, 62.82]",51.91,62.82,3260.9862
400815,"[100.02, 137.52, 451.04, 280.82]",451.04,280.82,126661.0528
401244,"[100.16, 59.98, 218.99, 499.1]",218.99,499.1,109297.90900000001
401250,"[111.54, 116.32, 169.94, 177.36]",169.94,177.36,30140.5584
401446,"[244.78, 10.44, 171.68, 459.5]",171.68,459.5,78886.96
401862,"[196.31, 203.87, 73.35, 221.12]",73.35,221.12,16219.151999999998
401862,"[388.31, 231.91, 70.12, 228.67]",70.12,228.67,16034.340400000001
401862,"[312.24, 221.53, 39.14, 182.89]",39.14,182.89,7158.3146
401862,"[264.06, 222.06, 20.32, 29.82]",20.32,29.82,605.9424
401862,"[450.88, 139.15, 189.12, 340.85]",189.12,340.85,64461.552
401862,"[283.78, 233.24, 27.6, 80.45]",27.6,80.45,2220.42
401862,"[438.39, 226.8, 43.39, 215.72]",43.39,215.72,9360.0908
401862,"[261.58, 243.93, 49.1, 171.32]",49.1,171.32,8411.812
402118,"[184.56, 65.68, 301.19, 245.7]",301.19,245.7,74002.383
402615,"[280.47, 64.13, 6.24, 12.74]",6.24,12.74,79.4976
402615,"[293.96, 64.16, 5.41, 10.68]",5.41,10.68,57.7788
402615,"[167.33, 63.9, 5.3, 11.61]",5.3,11.61,61.532999999999994
402615,"[483.36, 94.56, 11.71, 15.6]",11.71,15.6,182.67600000000002
402615,"[456.73, 150.28, 11.33, 32.3]",11.33,32.3,365.95899999999995
402615,"[469.1, 102.77, 11.2, 12.71]",11.2,12.71,142.352
402615,"[608.45, 123.86, 14.33, 24.74]",14.33,24.74,354.5242
402615,"[472.18, 148.31, 16.1, 14.55]",16.1,14.55,234.25500000000002
402615,"[154.03, 144.33, 5.52, 8.5]",5.52,8.5,46.919999999999995
402615,"[1, 0, 638, 187]",638.0,187.0,119306.0
402615,"[536.21, 154.1, 26.61, 37.69]",26.61,37.69,1002.9309
402615,"[401.1, 134.34, 9.36, 10.54]",9.36,10.54,98.65439999999998
402615,"[511.13, 180.82, 56.86, 113.73]",56.86,113.73,6466.687800000001
402615,"[223.99, 149.54, 8.88, 23.98]",8.88,23.98,212.94240000000002
402720,"[0, 261.3, 187.04, 272.31]",187.04,272.31,50932.8624
402720,"[247.5, 226.69, 166.9, 202.12]",166.9,202.12,33733.828
402720,"[375.45, 242.05, 235.17, 298.44]",235.17,298.44,70184.1348
402765,"[0.84, 1.43, 499.16, 368.26]",499.16,368.26,183820.6616
402774,"[127.71, 158.01, 149.24, 464.94]",149.24,464.94,69387.6456
403122,"[381.81, 56.81, 32.2, 36.46]",32.2,36.46,1174.0120000000002
403122,"[303.8, 128.97, 28.96, 13.52]",28.96,13.52,391.5392
403122,"[140.94, 261.75, 80.04, 265.71]",80.04,265.71,21267.4284
403122,"[370.71, 128.96, 12.94, 15.38]",12.94,15.38,199.0172
403122,"[276.33, 51.6, 51, 49.93]",51.0,49.93,2546.43
403122,"[105.48, 193.89, 29.04, 60.32]",29.04,60.32,1751.6928
403122,"[277.06, 125.99, 16.99, 15.44]",16.99,15.44,262.32559999999995
403122,"[48.9, 207.31, 31.95, 44.81]",31.95,44.81,1431.6795
403122,"[382.02, 94, 43.95, 74.42]",43.95,74.42,3270.7590000000005
403122,"[351.18, 54.81, 32.34, 40.81]",32.34,40.81,1319.7954000000002
403122,"[312.42, 110.41, 34.99, 32.63]",34.99,32.63,1141.7237000000002
403122,"[357.02, 95.01, 29.08, 40.79]",29.08,40.79,1186.1732
403565,"[181.58, 230.35, 99.86, 290.04]",99.86,290.04,28963.3944
403584,"[71.27, 322.11, 8.47, 9.52]",8.47,9.52,80.6344
403584,"[143.79, 268.15, 22.34, 77.66]",22.34,77.66,1734.9243999999999
403584,"[312.46, 252.53, 66.69, 193.63]",66.69,193.63,12913.1847
403584,"[64.57, 311.04, 7.58, 20.55]",7.58,20.55,155.769
403584,"[111.42, 317.07, 6.18, 14.05]",6.18,14.05,86.829
403584,"[309.57, 339.85, 5.22, 8.13]",5.22,8.13,42.4386
403584,"[117.12, 318.88, 3.61, 12.75]",3.61,12.75,46.027499999999996
403584,"[247.42, 239.96, 42.87, 194.14]",42.87,194.14,8322.781799999999
404249,"[37.39, 123.25, 253.13, 399.82]",253.13,399.82,101206.4366
404484,"[176.76, 23.51, 85.4, 83.79]",85.4,83.79,7155.666000000001
404678,"[400.09, 88.96, 59.48, 71.1]",59.48,71.1,4229.027999999999
404678,"[50.96, 148.83, 227.62, 274.15]",227.62,274.15,62402.022999999994
404678,"[365.18, 101.43, 111.11, 169.74]",111.11,169.74,18859.811400000002
404678,"[619.73, 129.06, 20.27, 47.77]",20.27,47.77,968.2979
404678,"[79.72, 145.65, 128.73, 224.6]",128.73,224.6,28912.757999999998
404678,"[211.76, 113.49, 28.02, 72.94]",28.02,72.94,2043.7787999999998
404678,"[261.41, 93.73, 58.43, 65.79]",58.43,65.79,3844.1097000000004
404678,"[361.15, 90.38, 34.97, 76.21]",34.97,76.21,2665.0636999999997
404678,"[145.1, 93.59, 155.97, 221.98]",155.97,221.98,34622.2206
404805,"[220.7, 140.76, 186.15, 159.29]",186.15,159.29,29651.8335
404839,"[1.67, 115.83, 228.33, 515]",228.33,515.0,117589.95000000001
404839,"[26.73, 116.75, 400.27, 516.22]",400.27,516.22,206627.3794
404922,"[236.49, 141.89, 115.99, 333.34]",115.99,333.34,38664.10659999999
404922,"[120.22, 25.84, 122.48, 439.33]",122.48,439.33,53809.138399999996
404922,"[42.7, 186.52, 96.63, 268.54]",96.63,268.54,25949.0202
404923,"[504.58, 0.73, 23.8, 16.84]",23.8,16.84,400.79200000000003
404923,"[195.68, 106.25, 168.64, 368.89]",168.64,368.89,62209.609599999996
404923,"[354.88, 0, 46.38, 67.96]",46.38,67.96,3151.9847999999997
404923,"[590.72, 108.29, 48.39, 217.76]",48.39,217.76,10537.4064
405195,"[594.9, 223.46, 45.1, 250.2]",45.1,250.2,11284.02
405195,"[360.62, 178.19, 83.86, 29.1]",83.86,29.1,2440.326
405249,"[383.92, 0, 116.08, 117.09]",116.08,117.09,13591.807200000001
405249,"[440.73, 117.98, 59.27, 242.69]",59.27,242.69,14384.2363
405249,"[91.76, 20.29, 67.49, 137.34]",67.49,137.34,9269.0766
405249,"[258.71, 0, 138.2, 187.92]",138.2,187.92,25970.543999999994
405249,"[0, 6.58, 49.25, 162.8]",49.25,162.8,8017.900000000001
405249,"[144.71, 44.34, 122.64, 119.12]",122.64,119.12,14608.8768
405249,"[0, 0, 192.81, 116.87]",192.81,116.87,22533.704700000002
405249,"[178.65, 0.84, 101.97, 115.45]",101.97,115.45,11772.4365
405249,"[379.32, 60.23, 88.96, 149.02]",88.96,149.02,13256.8192
405249,"[177.72, 173.47, 281.46, 196.43]",281.46,196.43,55287.1878
405279,"[291.36, 334.18, 15.55, 33.01]",15.55,33.01,513.3054999999999
405279,"[518.29, 325.01, 4.27, 8.98]",4.27,8.98,38.3446
405279,"[314.14, 336.92, 12.2, 32.62]",12.2,32.62,397.96399999999994
405279,"[413.28, 335.21, 19.95, 40.76]",19.95,40.76,813.1619999999999
406129,"[163.59, 154.5, 199.46, 437.67]",199.46,437.67,87297.6582
406417,"[164.7, 259.68, 186.36, 372.74]",186.36,372.74,69463.8264
406417,"[375.37, 267.51, 149.57, 365.3]",149.57,365.3,54637.921
406417,"[12.62, 292.88, 137.82, 347.12]",137.82,347.12,47840.0784
406611,"[358.11, 353.7, 17.45, 39.61]",17.45,39.61,691.1945
406611,"[53.84, 333.37, 68.25, 146.13]",68.25,146.13,9973.3725
406611,"[28.7, 312.75, 13.1, 45.43]",13.1,45.43,595.1329999999999
406611,"[420.31, 355.86, 15.45, 45.01]",15.45,45.01,695.4045
406611,"[413.42, 322.9, 8.34, 15.53]",8.34,15.53,129.5202
406611,"[412.17, 287.58, 7.58, 18.16]",7.58,18.16,137.6528
406611,"[401.52, 287.53, 6.4, 10.72]",6.4,10.72,68.608
406611,"[80.35, 290.08, 11.66, 26.42]",11.66,26.42,308.0572
406611,"[31, 242, 473, 161]",473.0,161.0,76153.0
406611,"[363.22, 297.17, 10.47, 11.11]",10.47,11.11,116.3217
406611,"[317.17, 290.41, 7.4, 14.69]",7.4,14.69,108.706
406611,"[386.45, 294.68, 3.55, 9.82]",3.55,9.82,34.861
406611,"[438, 336.75, 40.85, 109.87]",40.85,109.87,4488.1895
406997,"[175.14, 69.73, 64.86, 258.38]",64.86,258.38,16758.5268
406997,"[449.46, 0.67, 174.74, 279.7]",174.74,279.7,48874.778
406997,"[228.16, 0, 111.93, 171.12]",111.93,171.12,19153.461600000002
406997,"[213.09, 0.65, 120.54, 219.55]",120.54,219.55,26464.557000000004
406997,"[445.14, 94.48, 153.29, 345.17]",153.29,345.17,52911.1093
407002,"[210.91, 187.27, 116.07, 385.62]",116.07,385.62,44758.9134
407083,"[205.66, 81.98, 274.34, 547.95]",274.34,547.95,150324.603
407298,"[0, 0, 385.08, 480]",385.08,480.0,184838.4
407646,"[73.71, 41.97, 339.77, 351.46]",339.77,351.46,119415.5642
407650,"[284.21, 211.82, 74.61, 82.81]",74.61,82.81,6178.4541
407868,"[203, 241.54, 45.29, 99.65]",45.29,99.65,4513.1485
407868,"[380.17, 250.1, 12.91, 48.78]",12.91,48.78,629.7498
407868,"[80.84, 261.88, 22.58, 39.6]",22.58,39.6,894.168
407943,"[44.71, 230.93, 27.35, 27.35]",27.35,27.35,748.0225
407943,"[334.88, 220.7, 165.05, 199.58]",165.05,199.58,32940.679000000004
