,average,sd,score
val2017/000000162581.jpg,114.794,29.527,0.837
val2017/000000280918.jpg,110.83,74.493,0.578
val2017/000000426241.jpg,113.458,44.196,0.686
val2017/000000145620.jpg,107.079,64.42,0.783
val2017/000000341921.jpg,112.662,44.349,0.656
val2017/000000463730.jpg,107.143,54.308,0.821
val2017/000000280891.jpg,114.118,63.764,0.69
val2017/000000546475.jpg,113.117,63.102,0.787
val2017/000000258541.jpg,106.554,58.633,0.885
val2017/000000522889.jpg,102.905,45.558,0.872
val2017/000000559513.jpg,102.351,64.826,0.018
val2017/000000159684.jpg,107.74,68.021,0.007
val2017/000000389316.jpg,111.059,63.742,0.714
val2017/000000093437.jpg,106.291,51.966,0.767
val2017/000000143572.jpg,104.695,63.933,0.88
val2017/000000268729.jpg,110.193,67.262,0.359
val2017/000000528705.jpg,106.381,54.826,0.352
val2017/000000532901.jpg,108.423,60.371,0.016
val2017/000000319534.jpg,109.429,68.035,0.831
val2017/000000274219.jpg,107.368,66.302,0.78
val2017/000000416104.jpg,101.909,62.407,0.797
val2017/000000293858.jpg,111.545,67.784,0.476
val2017/000000252216.jpg,113.939,57.878,0.001
val2017/000000216296.jpg,112.431,51.844,0.896
val2017/000000480944.jpg,107.509,53.709,0.016
val2017/000000147740.jpg,106.964,64.275,0.838
val2017/000000207585.jpg,109.555,67.49,0.0
val2017/000000251572.jpg,109.161,53.627,0.517
val2017/000000285894.jpg,108.942,84.906,0.695
val2017/000000362716.jpg,111.673,63.217,0.859
val2017/000000308193.jpg,106.984,90.16,0.018
val2017/000000410878.jpg,111.793,77.288,0.0
val2017/000000007108.jpg,109.683,62.889,0.399
val2017/000000330790.jpg,111.491,72.716,0.0
val2017/000000554595.jpg,105.286,49.813,0.668
val2017/000000148508.jpg,107.49,64.727,0.76
val2017/000000382030.jpg,113.085,66.502,0.234
val2017/000000170099.jpg,111.577,65.409,0.872
val2017/000000179765.jpg,108.77,48.426,0.072
val2017/000000370270.jpg,112.126,64.466,0.911
val2017/000000290843.jpg,112.913,62.274,0.401
val2017/000000332318.jpg,110.476,46.922,0.222
val2017/000000569030.jpg,108.04,72.374,0.804
val2017/000000376442.jpg,106.99,52.213,0.0
val2017/000000099810.jpg,109.486,39.967,0.795
val2017/000000394677.jpg,107.384,80.483,0.839
val2017/000000187734.jpg,110.142,64.391,0.837
val2017/000000544605.jpg,108.341,42.111,0.001
val2017/000000376625.jpg,107.774,79.769,0.834
val2017/000000278006.jpg,109.372,64.51,0.001
val2017/000000247917.jpg,109.764,64.544,0.905
val2017/000000356424.jpg,108.936,79.196,0.807
val2017/000000311180.jpg,107.501,51.01,0.549
val2017/000000516038.jpg,125.226,42.573,0.905
val2017/000000383838.jpg,107.959,93.084,0.775
val2017/000000117908.jpg,115.027,59.589,0.429
val2017/000000499266.jpg,108.578,82.668,0.69
val2017/000000055150.jpg,107.951,77.904,0.732
val2017/000000371552.jpg,112.581,55.924,0.889
val2017/000000197658.jpg,113.248,63.774,0.823
val2017/000000210394.jpg,106.958,63.416,0.847
val2017/000000297698.jpg,107.975,46.909,0.623
val2017/000000382125.jpg,108.493,66.467,0.775
val2017/000000323799.jpg,112.296,49.126,0.905
val2017/000000344029.jpg,108.463,65.641,0.682
val2017/000000326174.jpg,102.243,37.75,0.878
val2017/000000451879.jpg,111.61,73.335,0.769
val2017/000000205776.jpg,112.05,60.752,0.001
val2017/000000419201.jpg,110.772,29.67,0.004
val2017/000000010707.jpg,113.603,77.501,0.863
val2017/000000155341.jpg,109.334,73.656,0.78
val2017/000000574425.jpg,110.382,61.073,0.015
val2017/000000513567.jpg,108.869,62.224,0.902
val2017/000000563648.jpg,113.363,63.522,0.841
val2017/000000320743.jpg,112.751,74.668,0.864
val2017/000000017029.jpg,120.292,71.247,0.002
val2017/000000414673.jpg,117.597,49.447,0.914
val2017/000000370813.jpg,108.243,40.83,0.266
val2017/000000129812.jpg,108.245,67.918,0.47
val2017/000000383606.jpg,111.206,44.66,0.762
val2017/000000032817.jpg,113.38,65.745,0.644
val2017/000000410880.jpg,112.12,72.484,0.525
val2017/000000238410.jpg,109.823,72.803,0.776
val2017/000000246454.jpg,108.324,69.712,0.762
val2017/000000482275.jpg,111.69,68.893,0.717
val2017/000000540414.jpg,109.842,62.56,0.875
val2017/000000326627.jpg,111.972,57.353,0.227
val2017/000000113235.jpg,113.507,63.485,0.35
val2017/000000133000.jpg,108.261,65.469,0.616
val2017/000000377497.jpg,116.469,60.731,0.001
val2017/000000107226.jpg,110.141,68.872,0.793
val2017/000000193674.jpg,108.145,64.96,0.684
val2017/000000334555.jpg,109.63,50.454,0.891
val2017/000000226130.jpg,115.732,69.086,0.002
val2017/000000347174.jpg,106.463,72.085,0.577
val2017/000000225532.jpg,111.107,82.119,0.031
val2017/000000104424.jpg,109.646,59.148,0.931
val2017/000000450399.jpg,110.266,48.818,0.767
val2017/000000068628.jpg,109.143,39.418,0.811
val2017/000000377946.jpg,111.065,63.054,0.721
val2017/000000054654.jpg,109.35,81.342,0.806
val2017/000000522940.jpg,107.49,69.683,0.002
val2017/000000010092.jpg,112.115,61.803,0.045
val2017/000000542625.jpg,111.604,60.113,0.008
val2017/000000042276.jpg,111.097,69.116,0.163
val2017/000000267300.jpg,115.558,56.537,0.121
val2017/000000559348.jpg,110.919,33.511,0.838
val2017/000000054967.jpg,107.919,70.516,0.671
val2017/000000352491.jpg,109.914,71.927,0.519
val2017/000000498463.jpg,114.713,53.41,0.0
val2017/000000437239.jpg,110.276,68.154,0.906
val2017/000000531134.jpg,109.355,59.777,0.778
val2017/000000499181.jpg,110.749,69.577,0.032
val2017/000000402473.jpg,108.451,68.979,0.001
val2017/000000565607.jpg,123.14,69.772,0.002
val2017/000000079014.jpg,118.687,51.365,0.493
val2017/000000084241.jpg,113.14,67.121,0.784
val2017/000000576654.jpg,105.655,66.062,0.857
val2017/000000261116.jpg,103.98,69.937,0.544
val2017/000000178469.jpg,107.08,73.279,0.078
val2017/000000454067.jpg,111.255,63.303,0.639
val2017/000000235399.jpg,112.494,83.16,0.001
val2017/000000411665.jpg,109.505,77.559,0.054
val2017/000000525600.jpg,109.898,34.438,0.012
val2017/000000526392.jpg,111.455,54.08,0.188
val2017/000000424521.jpg,113.503,64.511,0.743
val2017/000000348708.jpg,118.677,52.1,0.0
val2017/000000417043.jpg,109.121,77.591,0.016
val2017/000000384616.jpg,110.565,52.269,0.002
val2017/000000502910.jpg,109.634,60.56,0.001
val2017/000000290248.jpg,110.215,82.413,0.894
val2017/000000450488.jpg,108.904,48.665,0.0
val2017/000000112634.jpg,110.893,71.2,0.004
val2017/000000555005.jpg,109.222,68.557,0.676
val2017/000000496571.jpg,112.51,67.839,0.733
val2017/000000451435.jpg,109.212,32.146,0.825
val2017/000000391290.jpg,120.683,31.721,0.798
val2017/000000512564.jpg,109.089,82.978,0.304
val2017/000000323263.jpg,108.013,54.865,0.911
val2017/000000507015.jpg,113.111,56.634,0.928
val2017/000000166563.jpg,108.628,65.119,0.217
val2017/000000175438.jpg,108.611,64.702,0.514
val2017/000000051314.jpg,110.699,51.034,0.807
val2017/000000458045.jpg,112.074,46.195,0.886
val2017/000000461009.jpg,110.075,75.061,0.798
val2017/000000308531.jpg,110.165,90.041,0.558
val2017/000000224093.jpg,109.427,52.91,0.006
val2017/000000424776.jpg,104.885,54.27,0.0
val2017/000000455716.jpg,112.462,61.318,0.327
val2017/000000376307.jpg,113.625,53.372,0.762
val2017/000000014831.jpg,111.483,40.082,0.013
val2017/000000447088.jpg,116.591,45.403,0.874
val2017/000000269682.jpg,107.686,52.252,0.015
val2017/000000401446.jpg,112.218,51.057,0.892
val2017/000000110042.jpg,115.685,61.891,0.688
val2017/000000213033.jpg,109.64,76.946,0.843
val2017/000000319184.jpg,118.668,42.704,0.881
val2017/000000484404.jpg,111.467,78.563,0.25
val2017/000000139872.jpg,119.686,61.018,0.187
val2017/000000250282.jpg,109.689,57.63,0.897
val2017/000000276285.jpg,114.569,62.946,0.723
val2017/000000054593.jpg,111.672,64.615,0.884
val2017/000000567197.jpg,109.545,71.661,0.099
val2017/000000089296.jpg,107.715,44.115,0.805
val2017/000000420916.jpg,109.869,54.866,0.727
val2017/000000125129.jpg,108.349,79.047,0.837
val2017/000000160772.jpg,110.517,56.46,0.319
val2017/000000189475.jpg,110.946,58.176,0.818
val2017/000000250758.jpg,116.315,46.547,0.002
val2017/000000231339.jpg,112.941,51.572,0.715
val2017/000000320632.jpg,110.58,67.251,0.002
val2017/000000172648.jpg,110.248,68.803,0.789
val2017/000000301718.jpg,110.977,64.504,0.765
val2017/000000147338.jpg,110.692,56.805,0.003
val2017/000000261732.jpg,104.108,51.544,0.922
val2017/000000428454.jpg,108.118,40.137,0.854
val2017/000000244099.jpg,112.947,23.741,0.828
val2017/000000030675.jpg,109.47,59.327,0.0
val2017/000000343218.jpg,108.622,46.162,0.916
val2017/000000558854.jpg,112.074,62.549,0.458
val2017/000000196754.jpg,110.055,74.001,0.004
val2017/000000097988.jpg,118.827,71.768,0.932
val2017/000000229358.jpg,115.796,50.232,0.715
val2017/000000507975.jpg,115.164,70.961,0.791
val2017/000000426795.jpg,127.585,63.923,0.713
val2017/000000140583.jpg,109.354,80.827,0.561
val2017/000000257370.jpg,113.638,60.046,0.837
val2017/000000289594.jpg,110.023,83.457,0.818
val2017/000000129756.jpg,117.229,48.59,0.898
val2017/000000198960.jpg,110.032,62.468,0.006
val2017/000000400161.jpg,113.765,52.165,0.402
val2017/000000205324.jpg,111.964,49.556,0.674
val2017/000000294163.jpg,84.044,37.583,0.003
val2017/000000463522.jpg,107.614,64.954,0.817
val2017/000000238039.jpg,111.912,71.953,0.301
val2017/000000266400.jpg,110.617,106.111,0.422
val2017/000000076468.jpg,117.518,50.866,0.809
val2017/000000269316.jpg,112.899,58.146,0.881
val2017/000000050638.jpg,115.243,51.159,0.84
val2017/000000128675.jpg,109.8,68.01,0.862
val2017/000000579158.jpg,109.005,58.331,0.009
val2017/000000422836.jpg,110.202,69.903,0.678
val2017/000000310072.jpg,113.601,76.599,0.001
val2017/000000273493.jpg,119.389,68.61,0.833
val2017/000000394559.jpg,113.366,49.013,0.844
val2017/000000239857.jpg,110.894,57.4,0.888
val2017/000000001000.jpg,113.606,66.731,0.927
val2017/000000019109.jpg,110.222,62.372,0.712
val2017/000000308631.jpg,111.654,72.747,0.707
val2017/000000489091.jpg,120.159,46.404,0.001
val2017/000000541123.jpg,115.787,49.683,0.89
val2017/000000355325.jpg,108.663,58.066,0.04
val2017/000000060823.jpg,111.418,69.884,0.798
val2017/000000343561.jpg,110.656,62.34,0.855
val2017/000000363072.jpg,109.878,82.179,0.0
val2017/000000284445.jpg,111.916,73.391,0.885
val2017/000000378873.jpg,119.224,56.301,0.725
val2017/000000363461.jpg,113.918,71.969,0.154
val2017/000000217400.jpg,111.007,64.669,0.469
val2017/000000373315.jpg,110.716,48.515,0.875
val2017/000000118405.jpg,105.855,60.155,0.752
val2017/000000492362.jpg,111.119,53.546,0.886
val2017/000000470952.jpg,109.538,77.123,0.916
val2017/000000183675.jpg,112.829,55.842,0.775
val2017/000000339823.jpg,109.457,58.167,0.767
val2017/000000287347.jpg,117.201,79.053,0.788
val2017/000000437392.jpg,113.699,43.273,0.03
val2017/000000267940.jpg,110.41,68.627,0.044
val2017/000000374052.jpg,111.593,55.789,0.783
val2017/000000423229.jpg,115.821,74.178,0.373
val2017/000000464824.jpg,112.096,76.746,0.578
val2017/000000186042.jpg,111.395,67.775,0.82
val2017/000000179898.jpg,112.664,66.123,0.762
val2017/000000185250.jpg,120.14,69.653,0.907
val2017/000000074058.jpg,111.055,88.278,0.806
val2017/000000360960.jpg,110.221,76.989,0.812
val2017/000000366884.jpg,111.365,68.136,0.775
val2017/000000095862.jpg,114.763,45.163,0.803
val2017/000000249219.jpg,113.475,82.876,0.419
val2017/000000265816.jpg,112.52,83.753,0.769
val2017/000000214200.jpg,109.371,73.315,0.002
val2017/000000174371.jpg,111.343,75.81,0.81
val2017/000000180487.jpg,113.468,78.721,0.76
val2017/000000199551.jpg,105.032,48.741,0.78
val2017/000000377635.jpg,111.823,77.093,0.881
val2017/000000394206.jpg,114.177,80.512,0.901
val2017/000000308328.jpg,113.196,59.451,0.898
val2017/000000347456.jpg,123.047,68.574,0.002
val2017/000000345385.jpg,112.99,64.164,0.656
val2017/000000480122.jpg,113.144,65.444,0.041
val2017/000000114907.jpg,111.396,69.077,0.869
val2017/000000553221.jpg,109.879,34.146,0.79
val2017/000000431848.jpg,111.337,77.804,0.88
val2017/000000562229.jpg,109.765,92.476,0.873
val2017/000000431693.jpg,113.405,36.348,0.872
val2017/000000011122.jpg,114.655,69.063,0.185
val2017/000000554579.jpg,109.386,67.398,0.815
val2017/000000326248.jpg,107.282,69.926,0.884
val2017/000000564336.jpg,113.364,104.851,0.706
val2017/000000289059.jpg,106.967,58.375,0.82
val2017/000000460229.jpg,109.571,62.175,0.0
val2017/000000203864.jpg,118.367,46.188,0.931
val2017/000000445365.jpg,124.811,38.476,0.003
val2017/000000071877.jpg,113.575,65.757,0.84
val2017/000000494188.jpg,109.903,71.631,0.907
val2017/000000115245.jpg,112.46,87.488,0.565
val2017/000000295420.jpg,110.326,94.714,0.759
val2017/000000122606.jpg,109.997,73.216,0.677
val2017/000000290771.jpg,112.064,67.034,0.027
val2017/000000002299.jpg,111.634,79.691,0.888
val2017/000000573943.jpg,111.848,39.46,0.279
val2017/000000286503.jpg,114.03,66.18,0.602
val2017/000000120420.jpg,115.425,63.189,0.817
val2017/000000531495.jpg,108.641,52.708,0.107
val2017/000000127624.jpg,112.059,53.278,0.005
val2017/000000027932.jpg,112.118,59.413,0.054
val2017/000000514586.jpg,114.548,55.035,0.855
val2017/000000235836.jpg,119.106,64.002,0.862
val2017/000000455085.jpg,103.15,51.401,0.558
val2017/000000304404.jpg,116.536,72.522,0.879
val2017/000000025593.jpg,109.401,78.037,0.002
val2017/000000024567.jpg,114.041,60.844,0.731
val2017/000000224724.jpg,113.051,69.942,0.88
val2017/000000060449.jpg,113.883,93.167,0.005
val2017/000000201934.jpg,111.003,57.074,0.167
val2017/000000549390.jpg,113.484,72.064,0.867
val2017/000000236599.jpg,113.196,75.85,0.666
val2017/000000015956.jpg,112.463,36.537,0.816
val2017/000000301061.jpg,113.369,60.491,0.706
val2017/000000485972.jpg,118.303,58.483,0.155
val2017/000000281447.jpg,117.069,54.74,0.015
val2017/000000008211.jpg,112.168,62.984,0.885
val2017/000000258911.jpg,115.99,63.51,0.8
val2017/000000342367.jpg,115.342,86.715,0.858
val2017/000000336587.jpg,112.175,51.791,0.001
val2017/000000459437.jpg,116.051,70.503,0.5
val2017/000000457559.jpg,119.359,51.55,0.906
val2017/000000506178.jpg,117.045,69.278,0.782
val2017/000000236426.jpg,111.349,67.089,0.903
val2017/000000105912.jpg,111.752,52.417,0.827
val2017/000000215072.jpg,113.812,51.352,0.67
val2017/000000224675.jpg,111.536,68.453,0.84
val2017/000000350122.jpg,114.493,74.962,0.856
val2017/000000122046.jpg,108.044,50.227,0.869
val2017/000000179112.jpg,123.273,62.528,0.781
val2017/000000467511.jpg,112.467,83.174,0.829
val2017/000000189226.jpg,110.06,47.571,0.001
val2017/000000329323.jpg,112.547,74.228,0.791
val2017/000000361238.jpg,119.6,73.957,0.75
val2017/000000261796.jpg,112.198,81.757,0.002
val2017/000000301867.jpg,113.845,50.95,0.854
val2017/000000131938.jpg,112.672,46.166,0.09
val2017/000000471789.jpg,117.546,53.433,0.772
val2017/000000379800.jpg,113.746,76.085,0.316
val2017/000000233771.jpg,111.759,100.56,0.741
val2017/000000456496.jpg,112.267,75.393,0.659
val2017/000000254814.jpg,113.247,39.931,0.732
val2017/000000067310.jpg,113.749,81.657,0.886
val2017/000000417779.jpg,116.082,50.794,0.73
val2017/000000144300.jpg,112.133,74.877,0.818
val2017/000000106563.jpg,110.935,63.982,0.003
val2017/000000004495.jpg,112.221,50.776,0.351
val2017/000000068409.jpg,116.961,63.978,0.83
val2017/000000474028.jpg,118.377,51.191,0.929
val2017/000000329455.jpg,117.183,65.98,0.666
val2017/000000455448.jpg,115.34,57.598,0.351
val2017/000000171382.jpg,112.782,52.014,0.921
val2017/000000415727.jpg,119.474,66.338,0.627
val2017/000000472046.jpg,115.07,53.717,0.0
val2017/000000429011.jpg,113.139,65.783,0.856
val2017/000000487583.jpg,113.746,63.61,0.001
val2017/000000229858.jpg,120.915,47.603,0.001
val2017/000000366225.jpg,113.68,46.752,0.001
val2017/000000326970.jpg,114.527,74.537,0.893
val2017/000000566758.jpg,115.894,53.662,0.137
val2017/000000055950.jpg,116.143,34.656,0.918
val2017/000000085682.jpg,110.253,58.179,0.804
val2017/000000276707.jpg,112.175,67.666,0.254
val2017/000000328238.jpg,123.593,56.161,0.911
val2017/000000362520.jpg,114.087,48.105,0.6
val2017/000000211825.jpg,113.438,49.304,0.822
val2017/000000447342.jpg,114.976,75.724,0.307
val2017/000000005586.jpg,114.212,58.871,0.811
val2017/000000297427.jpg,114.946,56.563,0.343
val2017/000000136915.jpg,114.19,53.65,0.755
val2017/000000383337.jpg,113.165,69.577,0.454
val2017/000000134112.jpg,115.311,61.994,0.001
val2017/000000074733.jpg,110.863,65.182,0.382
val2017/000000236845.jpg,112.139,61.148,0.009
val2017/000000159791.jpg,108.268,60.094,0.599
val2017/000000502229.jpg,112.641,60.563,0.012
val2017/000000322163.jpg,119.363,57.449,0.786
val2017/000000285788.jpg,117.139,70.048,0.003
val2017/000000309173.jpg,112.356,56.29,0.006
val2017/000000269932.jpg,113.261,67.598,0.012
val2017/000000091495.jpg,119.758,77.794,0.785
val2017/000000087470.jpg,115.129,62.176,0.758
val2017/000000270297.jpg,118.217,57.794,0.593
val2017/000000458992.jpg,117.724,69.655,0.843
val2017/000000492282.jpg,114.611,70.229,0.863
val2017/000000459634.jpg,111.576,59.813,0.379
val2017/000000124636.jpg,119.046,81.116,0.001
val2017/000000024243.jpg,113.758,63.563,0.887
val2017/000000064868.jpg,114.534,65.129,0.79
val2017/000000324258.jpg,114.335,49.668,0.759
val2017/000000570471.jpg,115.165,73.885,0.608
val2017/000000031050.jpg,118.101,57.571,0.001
val2017/000000347254.jpg,116.12,58.364,0.752
val2017/000000525155.jpg,111.291,51.577,0.814
val2017/000000400815.jpg,114.933,64.293,0.932
val2017/000000297830.jpg,114.601,66.033,0.001
val2017/000000361147.jpg,118.383,49.051,0.789
val2017/000000470173.jpg,119.144,54.925,0.459
val2017/000000021839.jpg,116.577,47.72,0.879
val2017/000000080274.jpg,118.638,70.246,0.002
val2017/000000087875.jpg,127.762,55.884,0.001
val2017/000000551350.jpg,116.359,68.669,0.081
val2017/000000034452.jpg,116.034,51.201,0.841
val2017/000000143961.jpg,117.747,61.298,0.782
val2017/000000441543.jpg,116.238,58.062,0.792
val2017/000000045596.jpg,115.545,60.808,0.575
val2017/000000519338.jpg,114.208,63.946,0.0
val2017/000000226802.jpg,112.75,77.799,0.85
val2017/000000142472.jpg,113.772,83.005,0.742
val2017/000000319721.jpg,115.154,78.941,0.793
val2017/000000144333.jpg,113.743,93.3,0.841
val2017/000000296969.jpg,118.093,66.339,0.009
val2017/000000227478.jpg,112.652,65.077,0.858
val2017/000000403565.jpg,110.549,59.528,0.911
val2017/000000241677.jpg,114.899,47.965,0.679
val2017/000000308545.jpg,122.338,62.587,0.725
val2017/000000459396.jpg,120.507,70.273,0.001
val2017/000000295231.jpg,113.73,75.932,0.007
val2017/000000384468.jpg,117.212,69.389,0.864
val2017/000000177489.jpg,112.508,69.79,0.804
val2017/000000003156.jpg,113.79,86.119,0.789
val2017/000000254016.jpg,117.781,48.543,0.401
val2017/000000015746.jpg,121.149,60.743,0.009
val2017/000000509451.jpg,114.748,84.881,0.85
val2017/000000295809.jpg,115.041,61.169,0.754
val2017/000000177861.jpg,112.907,75.231,0.77
val2017/000000369323.jpg,122.497,60.252,0.881
val2017/000000394275.jpg,112.344,66.228,0.69
val2017/000000153011.jpg,115.916,64.893,0.787
val2017/000000174231.jpg,117.705,55.294,0.008
val2017/000000419653.jpg,115.809,53.915,0.286
val2017/000000072813.jpg,114.316,73.929,0.004
val2017/000000309938.jpg,117.05,64.717,0.193
val2017/000000579902.jpg,111.913,59.003,0.719
val2017/000000396205.jpg,118.456,41.975,0.001
val2017/000000042528.jpg,114.872,82.603,0.335
val2017/000000174018.jpg,110.739,26.72,0.027
val2017/000000105923.jpg,115.964,54.606,0.41
val2017/000000015338.jpg,114.173,68.061,0.071
val2017/000000374545.jpg,115.237,76.948,0.761
val2017/000000338560.jpg,115.298,67.75,0.0
val2017/000000527029.jpg,115.494,65.555,0.803
val2017/000000253742.jpg,115.804,64.884,0.921
val2017/000000343496.jpg,117.884,73.239,0.823
val2017/000000183709.jpg,114.97,79.406,0.791
val2017/000000361103.jpg,114.005,76.373,0.82
val2017/000000474167.jpg,115.118,55.133,0.728
val2017/000000111609.jpg,115.209,57.108,0.444
val2017/000000223959.jpg,120.9,49.859,0.88
val2017/000000152120.jpg,120.719,54.954,0.689
val2017/000000361919.jpg,107.437,66.04,0.798
val2017/000000108440.jpg,114.519,84.709,0.001
val2017/000000313454.jpg,117.823,84.372,0.787
val2017/000000043314.jpg,112.585,79.871,0.766
val2017/000000555050.jpg,113.818,58.993,0.427
val2017/000000403122.jpg,113.947,71.886,0.921
val2017/000000098853.jpg,119.03,64.301,0.882
val2017/000000135902.jpg,115.614,71.208,0.729
val2017/000000263644.jpg,115.771,73.456,0.001
val2017/000000493286.jpg,110.017,70.875,0.654
val2017/000000377113.jpg,113.157,60.934,0.899
val2017/000000406997.jpg,116.634,65.175,0.892
val2017/000000405205.jpg,113.609,82.785,0.004
val2017/000000539962.jpg,112.008,72.831,0.648
val2017/000000207844.jpg,111.207,60.607,0.727
val2017/000000195918.jpg,114.974,89.816,0.015
val2017/000000507235.jpg,118.369,62.61,0.284
val2017/000000366611.jpg,116.107,55.737,0.021
val2017/000000284282.jpg,115.704,53.849,0.0
val2017/000000553788.jpg,113.549,45.147,0.709
val2017/000000226903.jpg,115.088,78.812,0.362
val2017/000000419408.jpg,121.866,58.863,0.867
val2017/000000059635.jpg,114.931,78.753,0.868
val2017/000000133819.jpg,114.63,78.724,0.798
val2017/000000342971.jpg,112.404,49.503,0.755
val2017/000000539445.jpg,114.765,63.69,0.004
val2017/000000375278.jpg,116.156,69.78,0.395
val2017/000000368684.jpg,114.372,66.199,0.497
val2017/000000025181.jpg,115.041,75.755,0.7
val2017/000000495732.jpg,116.867,52.896,0.937
val2017/000000566524.jpg,114.902,67.472,0.82
val2017/000000013201.jpg,120.544,63.906,0.878
val2017/000000070229.jpg,117.542,75.29,0.831
val2017/000000535523.jpg,112.844,65.756,0.649
val2017/000000044195.jpg,108.867,60.642,0.803
val2017/000000439426.jpg,114.962,52.256,0.572
val2017/000000266892.jpg,124.15,67.91,0.854
val2017/000000459195.jpg,119.368,64.891,0.92
val2017/000000523782.jpg,116.858,50.814,0.037
val2017/000000275392.jpg,121.755,95.072,0.822
val2017/000000055299.jpg,115.832,55.512,0.122
val2017/000000312213.jpg,115.42,73.738,0.074
val2017/000000382111.jpg,115.962,38.969,0.859
val2017/000000290179.jpg,116.155,45.321,0.071
val2017/000000126216.jpg,119.624,60.784,0.001
val2017/000000293200.jpg,120.69,47.75,0.806
val2017/000000044652.jpg,117.408,27.844,0.001
val2017/000000144784.jpg,113.601,52.292,0.469
val2017/000000018833.jpg,115.817,70.592,0.009
val2017/000000400922.jpg,113.355,65.151,0.168
val2017/000000387383.jpg,115.028,58.119,0.001
val2017/000000570539.jpg,118.946,62.215,0.616
val2017/000000552775.jpg,117.762,73.269,0.567
val2017/000000283318.jpg,116.517,82.209,0.323
val2017/000000407650.jpg,109.875,48.353,0.742
val2017/000000231088.jpg,111.137,47.925,0.02
val2017/000000508602.jpg,116.144,75.833,0.002
val2017/000000022969.jpg,129.453,58.591,0.001
val2017/000000036861.jpg,115.73,73.17,0.005
val2017/000000241297.jpg,124.193,63.1,0.001
val2017/000000104119.jpg,121.143,49.603,0.0
val2017/000000402765.jpg,116.573,48.274,0.196
val2017/000000384136.jpg,124.342,52.027,0.819
val2017/000000050165.jpg,115.403,44.888,0.146
val2017/000000517069.jpg,119.137,69.094,0.691
val2017/000000164363.jpg,118.003,74.878,0.002
val2017/000000460379.jpg,122.664,59.912,0.001
val2017/000000383384.jpg,124.148,50.965,0.844
val2017/000000448263.jpg,114.893,68.787,0.86
val2017/000000067180.jpg,117.239,46.671,0.843
val2017/000000101420.jpg,120.003,53.488,0.001
val2017/000000021465.jpg,113.99,60.235,0.27
val2017/000000112298.jpg,115.908,58.44,0.856
val2017/000000491867.jpg,117.003,56.438,0.887
val2017/000000442836.jpg,122.148,75.849,0.915
val2017/000000400573.jpg,118.698,57.842,0.665
val2017/000000543300.jpg,112.761,54.089,0.002
val2017/000000084477.jpg,111.541,42.162,0.734
val2017/000000151000.jpg,120.879,82.82,0.879
val2017/000000108495.jpg,119.103,61.595,0.806
val2017/000000562561.jpg,118.763,76.397,0.001
val2017/000000310862.jpg,120.247,75.384,0.835
val2017/000000468965.jpg,118.589,59.28,0.91
val2017/000000562581.jpg,116.221,31.113,0.881
val2017/000000407868.jpg,116.386,75.982,0.86
val2017/000000160864.jpg,114.793,50.326,0.901
val2017/000000002431.jpg,116.987,57.709,0.346
val2017/000000508586.jpg,121.105,45.443,0.52
val2017/000000347265.jpg,119.888,76.969,0.872
val2017/000000094871.jpg,117.371,63.276,0.871
val2017/000000017379.jpg,122.661,69.583,0.14
val2017/000000367569.jpg,121.827,56.411,0.199
val2017/000000488166.jpg,116.101,89.171,0.552
val2017/000000106281.jpg,116.977,56.798,0.05
val2017/000000146831.jpg,116.419,57.872,0.806
val2017/000000427034.jpg,118.852,64.044,0.395
val2017/000000439623.jpg,117.832,60.336,0.006
val2017/000000138639.jpg,115.613,69.066,0.828
val2017/000000168619.jpg,119.284,57.139,0.018
val2017/000000227511.jpg,119.704,82.476,0.152
val2017/000000239274.jpg,119.549,61.741,0.821
val2017/000000127476.jpg,116.443,55.288,0.007
val2017/000000417249.jpg,116.065,74.349,0.858
val2017/000000267191.jpg,117.927,55.805,0.735
val2017/000000193717.jpg,115.608,88.425,0.815
val2017/000000289393.jpg,123.894,65.178,0.002
val2017/000000146457.jpg,116.722,49.684,0.709
val2017/000000140203.jpg,114.691,68.973,0.905
val2017/000000463647.jpg,116.728,43.218,0.017
val2017/000000033368.jpg,110.092,68.361,0.929
val2017/000000000872.jpg,121.9,74.34,0.857
val2017/000000476258.jpg,121.584,45.531,0.9
val2017/000000525247.jpg,122.094,98.266,0.031
val2017/000000261161.jpg,115.742,79.847,0.001
val2017/000000576955.jpg,122.253,62.87,0.834
val2017/000000079034.jpg,118.501,51.767,0.013
val2017/000000208363.jpg,118.5,69.129,0.822
val2017/000000293625.jpg,116.146,55.083,0.761
val2017/000000293245.jpg,115.741,80.911,0.003
val2017/000000220858.jpg,115.33,43.229,0.606
val2017/000000450303.jpg,117.158,67.234,0.737
val2017/000000326462.jpg,119.945,64.56,0.395
val2017/000000502599.jpg,118.402,83.399,0.001
val2017/000000331604.jpg,113.449,19.974,0.823
val2017/000000025096.jpg,120.919,48.647,0.757
val2017/000000164602.jpg,122.296,38.462,0.817
val2017/000000436551.jpg,118.138,52.638,0.001
val2017/000000270474.jpg,120.249,46.465,0.834
val2017/000000336053.jpg,116.581,44.78,0.791
val2017/000000558421.jpg,118.395,63.093,0.527
val2017/000000407646.jpg,124.095,62.991,0.873
val2017/000000306893.jpg,119.21,57.446,0.445
val2017/000000569059.jpg,118.042,45.756,0.349
val2017/000000531036.jpg,116.979,66.148,0.822
